辅导	輔導	fǔ dǎo	to coach; to tutor; to give advice (in study);  	[sound:cmn-辅导.mp3]
腐败	腐敗	fǔ bài	corruption; to corrupt; to rot; rotten;  	[sound:cmn-腐败.mp3]
腐化	腐化	fǔ huà	to rot; to decay; to become corrupt;  	[sound:cmn-腐化.mp3]
腐烂	腐爛	fǔ làn	to rot; to putrefy; (fig.) corrupt;  	[sound:cmn-腐烂.mp3]
腐蚀	腐蝕	fǔ shí	corrosion; to corrode (degrade chemically); to rot; corruption;  	[sound:cmn-腐蚀.mp3]
腐朽	腐朽	fǔ xiǔ	rotten; decayed; decadent; degenerate;  	[sound:cmn-腐朽.mp3]
付费	付費	fù fèi	to pay; to cover the costs;  	[sound:cmn-付费.mp3]
付款	付款	fù kuǎn	to pay a sum of money; payment;  	[sound:cmn-付款.mp3]
负面	負麵	fù miàn	negative; the negative side;  	[sound:cmn-负面.mp3]
负有	負有	fù yoǔ	to be responsible for;  	[sound:cmn-负有.mp3]
附	附	fù, fù	to add; to attach; to be close to; to be attached;  	[sound:cmn-附.mp3]
附带	附帶	fù dài	supplementary; incidentally; in parentheses; by chance; in passing; additionally; secondary; subsidiary; to attach;  	[sound:cmn-附带.mp3]
附和	附和	fù hè	to agree; to go along with; to echo (what sb says);  	[sound:cmn-附和.mp3]
附加	附加	fù jiā	additional; annex;  	[sound:cmn-附加.mp3]
附属	附屬	fù shǔ	subsidiary; auxiliary; attached; affiliated; subordinate; subordinating;  	[sound:cmn-附属.mp3]
赴	赴	fù	to go; to visit (e.g. another country); to attend (a banquet etc);  	[sound:cmn-赴.mp3]
复查	復查	fù chá	rechecking; re-inspection; reexamination;  	[sound:cmn-复查.mp3]
复发	復發	fù fā	to recur (of a disease); to reappear; to relapse (into a former bad state);  	[sound:cmn-复发.mp3]
复合	復閤	fù hé, fù hé	complex; compound; composite; hybrid;  	[sound:cmn-复合.mp3]
复活	復活	fù huó	resurrection;  	[sound:cmn-复活.mp3]
复兴	復興	Fù xīng, fù xīng	Fuxing district of Handan city 邯鄲市|邯郸市[Han2 dan1 shi4], Hebei; Fuxing or Fuhsing township in Taoyuan county 桃園縣|桃园县[Tao2 yuan2 xian4], north Taiwan;  to revive; to rejuvenate;  	[sound:cmn-复兴.mp3]
复原	復原	fù yuán	to restore (sth) to (its) former condition; to recover from illness; recovery;  	[sound:cmn-复原.mp3]
副作用	副作用	fù zuò yòng	side effect;  	[sound:cmn-副作用.mp3]
赋予	賦予	fù yǔ	to assign; to entrust (a task); to give; to bestow;  	[sound:cmn-赋予.mp3]
富含	富含	fùhán	Rich	[sound:cmn-富含.mp3]
富豪	富豪	fù háo	rich and powerful person;  	[sound:cmn-富豪.mp3]
富强	富強	fù qiáng	rich and powerful;  	[sound:cmn-富强.mp3]
富翁	富翁	fù wēng	rich person; millionaire; billionaire;  	[sound:cmn-富翁.mp3]
富裕	富裕	Fù yù, fù yù	Fuyu county in Qiqihar 齊齊哈爾|齐齐哈尔[Qi2 qi2 ha1 er3], Heilongjiang;  prosperous; well-to-do; well-off;  	[sound:cmn-富裕.mp3]
富足	富足	fù zú	rich; plentiful;  	[sound:cmn-富足.mp3]
腹部	腹部	fù bù	abdomen; belly; flank;  	[sound:cmn-腹部.mp3]
腹泻	腹瀉	fù xiè	diarrhea; to have the runs;  	[sound:cmn-腹泻.mp3]
覆盖	覆蓋	fù gài	to cover;  	[sound:cmn-覆盖.mp3]
该	該	gāi	should; ought to; probably; must be; to deserve; to owe; to be sb's turn to do sth; that; the above-mentioned;  	[sound:cmn-该.mp3]
改版	改版	gǎi bǎn	to revise the current edition; revised edition;  	[sound:cmn-改版.mp3]
改编	改編	gǎi biān	to adapt; to rearrange; to revise;  	[sound:cmn-改编.mp3]
改动	改動	gǎi dòng	to alter; to modify; to revise;  	[sound:cmn-改动.mp3]
改革开放	改革開放	gǎi gé kāi fàng	to reform and open to the outside world; refers to Deng Xiaoping's policies from around 1980;  	[sound:cmn-改革开放.mp3]
改良	改良	gǎi liáng	to improve;  	[sound:cmn-改良.mp3]
改名	改名	gǎi míng	to change one's name;  	[sound:cmn-改名.mp3]
改日	改日	gǎi rì	another day; some other day;  	[sound:cmn-改日.mp3]
改为	改為	gǎi wéi	to change into;  	[sound:cmn-改为.mp3]
改邪归正	改邪歸正	gǎi xié guī zhèng	to mend one's ways (idiom); to turn over a new leaf;  	[sound:cmn-改邪归正.mp3]
钙	鈣	gài	calcium (chemistry);  	[sound:cmn-钙.mp3]
盖子	蓋子	gài zi	cover; lid; shell;  	[sound:cmn-盖子.mp3]
概况	概況	gài kuàng	general situation; summary;  	[sound:cmn-概况.mp3]
概率	概率	gài lǜ	probability (math.);  	[sound:cmn-概率.mp3]
概论	概論	gài lùn	outline; introduction; survey; general discussion;  	[sound:cmn-概论.mp3]
干戈	乾戈	gān gē	weapons of war; arms;  	[sound:cmn-干戈.mp3]
干旱	乾旱	gān hàn	drought; arid; dry;  	[sound:cmn-干旱.mp3]
干燥	乾燥	gān zào	to dry (of weather, paint, cement etc); desiccation; dull; uninteresting; arid;  	[sound:cmn-干燥.mp3]
甘心	甘心	gān xīn	to be willing to; to resign oneself to;  	[sound:cmn-甘心.mp3]
肝脏	肝髒	gān zàng	liver;  	[sound:cmn-肝脏.mp3]
尴尬	尷尬	gān gà	awkward; embarrassed;  	[sound:cmn-尴尬.mp3]
赶赴	趕赴	gǎn fù	to hurry; to rush;  	[sound:cmn-赶赴.mp3]
赶往	趕往	gǎn wǎng	to hurry to (somewhere);  	[sound:cmn-赶往.mp3]
敢情	敢情	gǎn qing	actually; as it turns out; indeed; of course;  	[sound:cmn-敢情.mp3]
感	感	gǎn	to feel; to move; to touch; to affect; feeling; emotion; (suffix) sense of ~;  	[sound:cmn-感.mp3]
感触	感觸	gǎn chù	one's thoughts and feelings; emotional stirring; moved; touched;  	[sound:cmn-感触.mp3]
感恩	感恩	gǎn ēn	to be grateful;  	[sound:cmn-感恩.mp3]
感激	感激	gǎn jī	to be grateful; to appreciate; thankful;  	[sound:cmn-感激.mp3]
感慨	感慨	gǎn kǎi	to sigh with sorrow, regret etc; rueful; deeply moved;  	[sound:cmn-感慨.mp3]
感染	感染	gǎn rǎn	infection; to infect; to influence;  	[sound:cmn-感染.mp3]
感染力	感染力	gǎn rǎn lì	inspiration; infectious (enthusiasm);  	[sound:cmn-感染力.mp3]
感叹	感嘆	gǎn tàn	to sigh (with feeling); to lament;  	[sound:cmn-感叹.mp3]
感性	感性	gǎn xìng	perception; perceptual; sensibility; sensitive; emotional; sentimental;  	[sound:cmn-感性.mp3]
干部	乾部	gàn bù	cadre; official; officer; manager;  	[sound:cmn-干部.mp3]
干事	乾事	gàn shi	administrator; executive secretary;  	[sound:cmn-干事.mp3]
刚毅	剛毅	gāng yì	resolute; steadfast; stalwart;  	[sound:cmn-刚毅.mp3]
纲领	綱領	gāng lǐng	program (i.e. plan of action); guiding principle;  	[sound:cmn-纲领.mp3]
纲要	綱要	gāng yào	outline; essential points;  	[sound:cmn-纲要.mp3]
钢	鋼	gāng	steel;  	[sound:cmn-钢.mp3]
缸	缸	gāng	jar; vat; classifier for loads of laundry; CL:口[kou3];  	[sound:cmn-缸.mp3]
港	港	Gǎng, gǎng	Hong Kong, abbr. for 香港[Xiang1 gang3]; surname Gang;  harbor; port; CL:個|个[ge4];  	[sound:cmn-港.mp3]
杠铃	杠鈴	gàng líng	barbell;  	[sound:cmn-杠铃.mp3]
高昂	高昂	gāo áng	to hold (one's head) high; expensive; high (spirits etc);  	[sound:cmn-高昂.mp3]
高傲	高傲	gāo ào	arrogant; haughty; proud;  	[sound:cmn-高傲.mp3]
高超	高超	gāo chāo	excellent; superlative;  	[sound:cmn-高超.mp3]
高低	高低	gāo dī	height; altitude (aviation); pitch (music); ups and downs (success or failure); whether sth is right or wrong; comparative strength, weight, depth, stature; (spoken interjection) anyway, whatever; eventually, in the end;  	[sound:cmn-高低.mp3]
高调	高調	gāo diào	high-sounding speech; bombast; high-profile;  	[sound:cmn-高调.mp3]
高额	高額	gāo é	high quota; large amount;  	[sound:cmn-高额.mp3]
高尔夫球	高爾夫球	gāo ěr fū qiú	golf; golf ball;  	[sound:cmn-高尔夫球.mp3]
高峰期	高峰期	gāo fēng qī	peak period; rush hour;  	[sound:cmn-高峰期.mp3]
高贵	高貴	gāo guì	grandeur; noble;  	[sound:cmn-高贵.mp3]
高空	高空	gāo kōng	high altitude;  	[sound:cmn-高空.mp3]
高龄	高齡	gāo líng	elderly;  	[sound:cmn-高龄.mp3]
高明	高明	Gāo míng, gāo míng	Gaoming district of Foshan city 佛山市[Fo2 shan1 shi4], Guangdong;  brilliant; superior; tall and bright;  	[sound:cmn-高明.mp3]
高山	高山	gāo shān	high mountain; alpine;  	[sound:cmn-高山.mp3]
高效	高效	gāo xiào	efficient; highly effective;  	[sound:cmn-高效.mp3]
高新技术	高新技術	gāoxīnjìzhú	High-tech	[sound:cmn-高新技术.mp3]
高血压	高血壓	gāo xuè yā	high blood pressure; hypertension;  	[sound:cmn-高血压.mp3]
高压	高壓	gāo yā	high pressure; high-handed;  	[sound:cmn-高压.mp3]
高雅	高雅	gāo yǎ	dainty; elegance; elegant;  	[sound:cmn-高雅.mp3]
高涨	高漲	gāo zhǎng	to surge up; to rise; (of tensions etc) to run high;  	[sound:cmn-高涨.mp3]
搞鬼	搞鬼	gǎo guǐ	to make mischief; to play tricks in secret;  	[sound:cmn-搞鬼.mp3]
搞笑	搞笑	gǎo xiào	funny; hilarious;  	[sound:cmn-搞笑.mp3]
告	告	gào	to say; to tell; to announce; to report; to denounce; to file a lawsuit; to sue;  	[sound:cmn-告.mp3]
告辞	告辭	gào cí	to say goodbye; to take one's leave;  	[sound:cmn-告辞.mp3]
告诫	告誡	gào jiè	to warn; to admonish;  	[sound:cmn-告诫.mp3]
告示	告示	gào shi	announcement;  	[sound:cmn-告示.mp3]
告知	告知	gào zhī	to inform;  	[sound:cmn-告知.mp3]
告状	告狀	gào zhuàng	to tell on sb; to complain (to a teacher, a superior etc); to bring a lawsuit;  	[sound:cmn-告状.mp3]
戈壁	戈壁	Gē bì	Gobi (desert);  	[sound:cmn-戈壁.mp3]
胳膊	胳膊	gē bo	arm; CL:隻|只[zhi1],條|条[tiao2],雙|双[shuang1];  	[sound:cmn-胳膊.mp3]
鸽子	鴿子	gē zi	pigeon; dove; various birds of the family Columbidae;  	[sound:cmn-鸽子.mp3]
搁	擱	gē, gé	to place; to put aside; to shelve;  to bear; to stand; to endure;  	[sound:cmn-搁.mp3]
搁浅	擱淺	gē qiǎn	to be stranded (of ship); to run aground; fig. to run into difficulties and stop;  	[sound:cmn-搁浅.mp3]
搁置	擱置	gē zhì	to shelve; to set aside;  	[sound:cmn-搁置.mp3]
割	割	gē	to cut; to cut apart;  	[sound:cmn-割.mp3]
歌剧	歌劇	gē jù	Western opera; CL:場|场[chang3],出[chu1];  	[sound:cmn-歌剧.mp3]
歌颂	歌頌	gē sòng	to sing the praises of; to extol; to eulogize;  	[sound:cmn-歌颂.mp3]
歌舞	歌舞	gē wǔ	singing and dancing;  	[sound:cmn-歌舞.mp3]
歌咏	歌詠	gē yǒng	singing;  	[sound:cmn-歌咏.mp3]
革命	革命	gé mìng	revolution; revolutionary (politics); CL:次[ci4];  	[sound:cmn-革命.mp3]
格	格	gé	square; frame; rule; (legal) case; style; character; standard; pattern; (grammar) case; (classical) to obstruct; to hinder; (classical) to arrive; to come; (classical) to investigate; to study exhaustively;  	[sound:cmn-格.mp3]
格格不入	格格不入	gé gé bù rù	(idiom) inharmonious; incompatible;  	[sound:cmn-格格不入.mp3]
格局	格局	gé jú	structure; pattern; layout;  	[sound:cmn-格局.mp3]
格式	格式	gé shì	form; specification; format;  	[sound:cmn-格式.mp3]
隔阂	隔閡	gé hé	misunderstanding; estrangement; (language etc) barrier;  	[sound:cmn-隔阂.mp3]
隔离	隔離	gé lí	to separate; to isolate;  	[sound:cmn-隔离.mp3]
个案	個案	gè àn	a case; an individual case; case-by-case;  	[sound:cmn-个案.mp3]
个头儿	個頭兒	ge4 tou2 r5	size; height; stature;  	[sound:cmn-个头儿.mp3]
各奔前程	各奔前程	gè bèn qián chéng	each goes his own way (idiom); each person has his own life to lead;  	[sound:cmn-各奔前程.mp3]
各式各样	各式各樣	gè shì gè yàng	(of) all kinds and sorts; various;  	[sound:cmn-各式各样.mp3]
根基	根基	gēn jī	foundation;  	[sound:cmn-根基.mp3]
根深蒂固	根深蒂固	gēn shēn dì gù	deep-rooted (problem etc);  	[sound:cmn-根深蒂固.mp3]
根源	根源	gēn yuán	origin; root (cause);  	[sound:cmn-根源.mp3]
根治	根治	gēn zhì	to bring under permanent control; to effect a radical cure;  	[sound:cmn-根治.mp3]
跟不上	跟不上	gēn bu shàng	not able to keep up with;  	[sound:cmn-跟不上.mp3]
跟上	跟上	gēn shàng	to catch up with; to keep pace with;  	[sound:cmn-跟上.mp3]
跟踪	跟蹤	gēn zōng	to follow sb's tracks; to tail; to shadow; tracking;  	[sound:cmn-跟踪.mp3]
更改	更改	gēng gǎi	to alter;  	[sound:cmn-更改.mp3]
更衣室	更衣室	gēng yī shì	change room; dressing room; locker room; toilet;  	[sound:cmn-更衣室.mp3]
耕地	耕地	gēng dì	arable land; to plow land;  	[sound:cmn-耕地.mp3]
耿直	耿直	gěng zhí	honest; frank; candid;  	[sound:cmn-耿直.mp3]
工地	工地	gōng dì	construction site;  	[sound:cmn-工地.mp3]
工会	工會	gōng huì	labor union; trade union; CL:個|个[ge4];  	[sound:cmn-工会.mp3]
工科	工科	gōng kē	engineering as an academic subject;  	[sound:cmn-工科.mp3]
工商界	工商界	gōng shāng jiè	industry; the world of business;  	[sound:cmn-工商界.mp3]
工序	工序	gōng xù	working procedure; process;  	[sound:cmn-工序.mp3]
工整	工整	gōng zhěng	fine work; carefully and neatly done;  	[sound:cmn-工整.mp3]
工作量	工作量	gōng zuò liàng	workload; volume of work;  	[sound:cmn-工作量.mp3]
弓	弓	Gōng, gōng	surname Gong;  a bow (weapon); CL:張|张[zhang1]; to bend; to arch (one's back etc);  	[sound:cmn-弓.mp3]
公安局	公安局	gōng ān jú	public security bureau (government office similar in function to a police station);  	[sound:cmn-公安局.mp3]
公车	公車	gōng chē	bus; abbr. for 公共汽車|公共汽车[gong1 gong4 qi4 che1]; car belonging to an organization and used by its members (government car, police car, company car etc); abbr. for 公務用車|公务用车[gong1 wu4 yong4 che1];  	[sound:cmn-公车.mp3]
公道	公道	gōng dào, gōng dao	justice; fairness; public highway;  fair; equitable;  	[sound:cmn-公道.mp3]
公费	公費	gōng fèi	at public expense;  	[sound:cmn-公费.mp3]
公共场所	公共場所	gōnggòngchángsuǒ	Public places	[sound:cmn-公共场所.mp3]
公关	公關	gōng guān	public relations;  	[sound:cmn-公关.mp3]
公函	公函	gōng hán	official letter;  	[sound:cmn-公函.mp3]
公积金	公積金	gōng jī jīn	official reserves; accumulated fund;  	[sound:cmn-公积金.mp3]
公开信	公開信	gōng kāi xìn	open letter;  	[sound:cmn-公开信.mp3]
公款	公款	gōng kuǎn	public money;  	[sound:cmn-公款.mp3]
公立	公立	gōng lì	public (e.g. school, hospital);  	[sound:cmn-公立.mp3]
公墓	公墓	gōng mù	public cemetery;  	[sound:cmn-公墓.mp3]
公仆	公僕	gōng pú	public servant; CL:個|个[ge4],位[wei4];  	[sound:cmn-公仆.mp3]
公顷	公頃	gōng qǐng	hectare;  	[sound:cmn-公顷.mp3]
公然	公然	gōng rán	openly; publicly; undisguised;  	[sound:cmn-公然.mp3]
公示	公示	gōngshì	Publicity	[sound:cmn-公示.mp3]
公事	公事	gōng shì	public affairs; official (matters, duties etc);  	[sound:cmn-公事.mp3]
公务	公務	gōng wù	official business;  	[sound:cmn-公务.mp3]
公益	公益	gōng yì	public good; public welfare;  	[sound:cmn-公益.mp3]
公益性	公益性	gōngyìxìng	Public welfare	[sound:cmn-公益性.mp3]
公用	公用	gōng yòng	public; for public use;  	[sound:cmn-公用.mp3]
公寓	公寓	gōng yù	apartment building; block of flats; CL:套[tao4];  	[sound:cmn-公寓.mp3]
公约	公約	gōng yuē	convention (i.e. international agreement);  	[sound:cmn-公约.mp3]
公证	公證	gōng zhèng	notarization; notarized; acknowledgement;  	[sound:cmn-公证.mp3]
公职	公職	gōng zhí	civil service; public office; government job;  	[sound:cmn-公职.mp3]
功	功	gōng	meritorious deed or service; achievement; result; service; accomplishment; work (physics);  	[sound:cmn-功.mp3]
功臣	功臣	gōng chén	minister who has given outstanding service;  	[sound:cmn-功臣.mp3]
功底	功底	gōng dǐ	training in the basic skills; knowledge of the fundamentals;  	[sound:cmn-功底.mp3]
功劳	功勞	gōng láo	contribution; meritorious service; credit;  	[sound:cmn-功劳.mp3]
功力	功力	gōng lì	merit; efficacy; competence; skill; power;  	[sound:cmn-功力.mp3]
功率	功率	gōng lǜ	rate of work; power (output);  	[sound:cmn-功率.mp3]
功效	功效	gōng xiào	efficacy;  	[sound:cmn-功效.mp3]
攻	攻	gōng	to attack; to accuse; to study;  	[sound:cmn-攻.mp3]
攻读	攻讀	gōng dú	to major (in a field); to study a specialty to obtain a higher degree;  	[sound:cmn-攻读.mp3]
攻关	攻關	gōng guān	to storm a strategic pass; fig. to tackle a key problem;  	[sound:cmn-攻关.mp3]
供	供	gōng, gòng	to provide; to supply;  sacrificial offering; to confess;  	[sound:cmn-供.mp3]
供不应求	供不應求	gōng bù yìng qiú	supply does not meet demand;  	[sound:cmn-供不应求.mp3]
供暖	供暖	gōngnuǎn	Heating	[sound:cmn-供暖.mp3]
供求	供求	gōng qiú	supply and demand (economics);  	[sound:cmn-供求.mp3]
宫殿	宮殿	gōng diàn	palace; CL:座[zuo4];  	[sound:cmn-宫殿.mp3]
宫廷	宮廷	gōng tíng	court (of king or emperor);  	[sound:cmn-宫廷.mp3]
恭维	恭維	gōng wei	to praise; to speak highly of; compliment; praise;  	[sound:cmn-恭维.mp3]
恭喜	恭喜	gōng xǐ	congratulations; greetings;  	[sound:cmn-恭喜.mp3]
拱	拱	gǒng	to cup one's hands in salute; to surround; to arch; to dig earth with the snout; arched;  	[sound:cmn-拱.mp3]
共鸣	共鳴	gòng míng	resonance (physics); sympathetic response to sth;  	[sound:cmn-共鸣.mp3]
共识	共識	gòng shí	common understanding; consensus;  	[sound:cmn-共识.mp3]
共同体	共同體	gòng tóng tǐ	community;  	[sound:cmn-共同体.mp3]
共性	共性	gòng xìng	overall character;  	[sound:cmn-共性.mp3]
供奉	供奉	gòng fèng	to consecrate; to enshrine and worship; an offering (to one's ancestors); a sacrifice (to a God);  	[sound:cmn-供奉.mp3]
勾	勾	Goū, goū, goù	surname Gou;  to attract; to arouse; to tick; to strike out; to delineate; to collude; variant of 鉤|钩[gou1], hook;  see 勾當|勾当[gou4 dang4];  	[sound:cmn-勾.mp3]
勾画	勾畫	goū huà	to sketch out; to delineate;  	[sound:cmn-勾画.mp3]
勾结	勾結	goū jié	to collude with; to collaborate with; to gang up with;  	[sound:cmn-勾结.mp3]
钩	鈎	goū, goū	to hook; to sew; to crochet; hook; check mark or tick; window catch;  	[sound:cmn-钩.mp3]
钩子	鈎子	goū zi	hook;  	[sound:cmn-钩子.mp3]
构思	構思	goù sī	to design; to plot; to plan out; to compose; to draw a mental sketch; conception; plan; idea; composition;  	[sound:cmn-构思.mp3]
构想	構想	goù xiǎng	to conceive; concept;  	[sound:cmn-构想.mp3]
购	購	goù	to buy; to purchase;  	[sound:cmn-购.mp3]
够呛	夠嗆	goù qiàng	unbearable; terrible; enough; unlikely;  	[sound:cmn-够呛.mp3]
估算	估算	gū suàn	assessment; evaluation;  	[sound:cmn-估算.mp3]
沽名钓誉	沽名釣譽	gū míng diào yù	to angle for fame (idiom); to fish for compliments;  	[sound:cmn-沽名钓誉.mp3]
孤单	孤單	gū dān	lone; lonely; loneliness;  	[sound:cmn-孤单.mp3]
孤立	孤立	gū lì	isolate; isolated;  	[sound:cmn-孤立.mp3]
孤零零	孤零零	gū líng líng	lone; isolated and without help; all alone; solitary;  	[sound:cmn-孤零零.mp3]
孤陋寡闻	孤陋寡聞	gū loù guǎ wén	ignorant and inexperienced; ill-informed and narrow-minded;  	[sound:cmn-孤陋寡闻.mp3]
辜负	辜負	gū fù	to fail to live up (to expectations); unworthy (of trust); to let down; to betray (hopes); to disappoint;  	[sound:cmn-辜负.mp3]
古董	古董	gǔ dǒng	curio; antique;  	[sound:cmn-古董.mp3]
古怪	古怪	gǔ guài	eccentric; grotesque; oddly; queer;  	[sound:cmn-古怪.mp3]
古迹	古跡	gǔ jì	places of historic interest; historical sites; CL:個|个[ge4];  	[sound:cmn-古迹.mp3]
古今中外	古今中外	gǔ jīn zhōng wài	at all times and in all places (idiom);  	[sound:cmn-古今中外.mp3]
古朴	古樸	gǔ pǔ	simple and unadorned (of art, architecture etc);  	[sound:cmn-古朴.mp3]
古人	古人	gǔ rén	people from ancient times; the ancients; the late (i.e. person who has passed away);  	[sound:cmn-古人.mp3]
股份	股份	gǔ fèn	a share (in a company); stock;  	[sound:cmn-股份.mp3]
股民	股民	gǔ mín	stock investor; share trader;  	[sound:cmn-股民.mp3]
股市	股市	gǔ shì	stock market;  	[sound:cmn-股市.mp3]
骨干	骨乾	gǔ gàn	diaphysis (long segment of a bone); fig. backbone;  	[sound:cmn-骨干.mp3]
骨气	骨氣	gǔ qì	unyielding character; courageous spirit; integrity; moral backbone;  	[sound:cmn-骨气.mp3]
骨折	骨摺	gǔ zhé	to suffer a fracture; (of a bone) to break; fracture;  	[sound:cmn-骨折.mp3]
鼓动	鼓動	gǔ dòng	to agitate; to arouse; to instigate; to encite;  	[sound:cmn-鼓动.mp3]
鼓舞	鼓舞	gǔ wǔ	heartening (news); to boost (morale); CL:個|个[ge4];  	[sound:cmn-鼓舞.mp3]
固然	固然	gù rán	admittedly (it's true that...);  	[sound:cmn-固然.mp3]
固执	固執	gù zhí	obstinate; stubborn;  	[sound:cmn-固执.mp3]
故	故	gù	happening; instance; reason; cause; intentional; former; old; friend; therefore; hence; (of people) to die, dead;  	[sound:cmn-故.mp3]
顾不得	顧不得	gù bu de	unable to change sth; unable to deal with;  	[sound:cmn-顾不得.mp3]
顾不上	顧不上	gù bu shàng	cannot attend to or manage;  	[sound:cmn-顾不上.mp3]
顾及	顧及	gù jí	to take into consideration; to attend to;  	[sound:cmn-顾及.mp3]
顾虑	顧慮	gù lǜ	misgivings; apprehensions;  	[sound:cmn-顾虑.mp3]
顾全大局	顧全大局	gù quán dà jú	to take the big picture into consideration (idiom); to work for the benefits of all;  	[sound:cmn-顾全大局.mp3]
雇	雇	gù, gù	to employ; to hire; to rent;  	[sound:cmn-雇.mp3]
雇佣	雇傭	gù yōng	to employ; to hire;  	[sound:cmn-雇佣.mp3]
雇员	雇員	gù yuán	employee;  	[sound:cmn-雇员.mp3]
雇主	雇主	gù zhǔ	employer;  	[sound:cmn-雇主.mp3]
瓜分	瓜分	guā fēn	to partition; to divide up;  	[sound:cmn-瓜分.mp3]
瓜子	瓜子	guā zǐ	melon seeds;  	[sound:cmn-瓜子.mp3]
刮风	颳風	guā fēng	to be windy;  	[sound:cmn-刮风.mp3]
寡妇	寡婦	guǎ fu	widow;  	[sound:cmn-寡妇.mp3]
挂钩	掛鈎	guà goū	hook (on which to hang sth); to couple; to link together; to establish contact with; hook; coupling links (e.g. between two railway coaches);  	[sound:cmn-挂钩.mp3]
挂号	掛號	guà hào	to register (at a hospital etc); to send by registered mail;  	[sound:cmn-挂号.mp3]
挂念	掛念	guà niàn	concerned;  	[sound:cmn-挂念.mp3]
挂失	掛失	guà shī	to report the loss of something;  	[sound:cmn-挂失.mp3]
乖	乖	guāi	(of a child) obedient, well-behaved; clever; shrewd; alert; perverse; contrary to reason; irregular; abnormal;  	[sound:cmn-乖.mp3]
乖巧	乖巧	guāi qiǎo	clever (child); smart; lovable; cute;  	[sound:cmn-乖巧.mp3]
拐弯	拐彎	guǎi wān	to go round a curve; to turn a corner; fig. a new direction;  	[sound:cmn-拐弯.mp3]
拐杖	拐杖	guǎi zhàng	crutches; crutch; walking stick;  	[sound:cmn-拐杖.mp3]
怪不得	怪不得	guài bu de	no wonder!; so that's why!;  	[sound:cmn-怪不得.mp3]
怪物	怪物	guài wu	monster; freak; eccentric person;  	[sound:cmn-怪物.mp3]
怪异	怪異	guài yì	monstrous; strange; strange phenomenon;  	[sound:cmn-怪异.mp3]
关掉	關掉	guān diào	to switch off; to shut off;  	[sound:cmn-关掉.mp3]
关节	關節	guān jié	joint (physiology); key point; critical phase;  	[sound:cmn-关节.mp3]
关税	關稅	guān shuì	customs duty; tariff;  	[sound:cmn-关税.mp3]
关头	關頭	guān toú	juncture; moment;  	[sound:cmn-关头.mp3]
关照	關照	guān zhào	to take care; to keep an eye on; to look after; to tell; to remind;  	[sound:cmn-关照.mp3]
观测	觀測	guān cè	to observe; to survey; observation (scientific etc);  	[sound:cmn-观测.mp3]
观感	觀感	guān gǎn	one's impressions; observations;  	[sound:cmn-观感.mp3]
观摩	觀摩	guān mó	to observe and emulate; to study (esp. following sb's example);  	[sound:cmn-观摩.mp3]
观赏	觀賞	guān shǎng	to look at sth with pleasure; to watch (sth marvelous); ornamental;  	[sound:cmn-观赏.mp3]
观望	觀望	guān wàng	to wait and see; to watch from the sidelines; to look around; to survey;  	[sound:cmn-观望.mp3]
官兵	官兵	guān bīng	officers and men;  	[sound:cmn-官兵.mp3]
官吏	官吏	guān lì	bureaucrat; official;  	[sound:cmn-官吏.mp3]
官僚	官僚	guān liáo	bureaucrat; bureaucracy; bureaucratic;  	[sound:cmn-官僚.mp3]
官僚主义	官僚主義	guān liáo zhǔ yì	bureaucracy;  	[sound:cmn-官僚主义.mp3]
官员	官員	guān yuán	official (in an organization or government); administrator;  	[sound:cmn-官员.mp3]
棺材	棺材	guān cai	coffin; CL:具[ju4],口[kou3];  	[sound:cmn-棺材.mp3]
管家	管傢	guǎn jiā	housekeeper; butler; manage one's household;  	[sound:cmn-管家.mp3]
管教	管教	guǎn jiào	to discipline; to teach; to guarantee;  	[sound:cmn-管教.mp3]
管理费	管理費	guǎnlǐfèi	management fee	[sound:cmn-管理费.mp3]
管辖	管轄	guǎn xiá	to administer; to have jurisdiction (over);  	[sound:cmn-管辖.mp3]
管用	管用	guǎn yòng	efficacious; useful;  	[sound:cmn-管用.mp3]
管子	管子	Guǎn zǐ, guǎn zi	Guanzi or Guan Zhong 管仲 (-645 BC), famous politician of Qi 齊國|齐国 of Spring and Autumn period; Guanzi, classical book containing writings of Guan Zhong and his school;  tube; pipe; drinking straw; CL:根[gen1];  	[sound:cmn-管子.mp3]
贯彻	貫徹	guàn chè	to implement; to put into practice; to carry out;  	[sound:cmn-贯彻.mp3]
贯穿	貫穿	guàn chuān	to run through; a connecting thread from beginning to end; to link;  	[sound:cmn-贯穿.mp3]
贯通	貫通	guàn tōng	to link up; to thread together;  	[sound:cmn-贯通.mp3]
惯	慣	guàn	accustomed to; used to; indulge; to spoil (a child);  	[sound:cmn-惯.mp3]
惯例	慣例	guàn lì	convention; usual practice;  	[sound:cmn-惯例.mp3]
惯性	慣性	guàn xìng	inertia;  	[sound:cmn-惯性.mp3]
灌	灌	guàn	to irrigate; to pour; to install (software); to record (music);  	[sound:cmn-灌.mp3]
灌溉	灌溉	guàn gài	to irrigate;  	[sound:cmn-灌溉.mp3]
灌输	灌輸	guàn shū	to imbue with; to inculcate; to instill into; to teach; to impart; to channel water to another place;  	[sound:cmn-灌输.mp3]
罐	罐	guàn, guàn	variant of 罐[guan4];  	[sound:cmn-罐.mp3]
罐头	罐頭	guàn tou	tin; can; CL:個|个[ge4];  	[sound:cmn-罐头.mp3]
