Simplified,Traditional,Pinyin,Definition,PartOfSpeech,HSKLevel
挨，挨，ai1,next to;close to,preposition,6
癌症，癌症，ai2zheng4,cancer,noun,6
矮小，矮小，ai3xiao3,short and small;lowly,adjective,6
碍事，碍事，ai4shi4,to be in the way;to hinder,verb,6
