Simplified,Traditional,Pinyin,Definition,PartOfSpeech,HSKLevel
的，的，de5,possessive particle,particle,2
在，在，zai4,at;in;on,preposition,2
有，有，you3,to have;there is,verb,2
这，这，zhe4,this,pronoun,2
